CNT,YEAR,gap_recomputed,avg_math_recomputed,avg_read_recomputed,avg_science_recomputed,avg_escs_recomputed,n_students_recomputed,q25_escs,q75_escs
COL,2015,64.58479068148199,393.9708103100773,432.7972704386732,421.7387148673384,-0.9497249878367425,1922,-1.6573982098161792,-0.20278951434580708
COL,2018,68.34143184031382,394.2997086032221,415.8551820848024,417.26306337366253,-1.1040283519760334,1870,-1.9074283819004496,-0.2428304124667464
COL,2022,74.44261583119578,383.67490001520997,411.1791352673199,412.44126433788426,-0.9722474357746801,1877,-1.728016420707894,-0.1470113648274774
CRI,2009,76.78020001337603,422.0321435900231,457.13371763627975,442.20796201277125,73.53581875361293,1790,-1.6992202254592115,0.6527320554156465
CRI,2012,82.53437962369566,419.3335134135682,452.2379793315119,442.59812911294966,84.71908527710967,1786,-1.5584274612798288,0.39
CRI,2015,55.332536030087056,399.21868257003456,425.3837697296606,418.24831402711584,-0.8148906306484963,1840,-1.6418103809695959,0.13438373125267894
CRI,2018,83.25621235677858,408.35754332574874,435.5885265196099,422.0856801133317,-0.8058554372579242,1856,-1.8087376903254289,0.3092487738889238
CZE,2009,82.97840063631412,493.34739248187407,479.1679848070072,501.1932574869805,67.60129313008073,1848,-0.5613,0.40353875981093923
CZE,2012,91.37124330743376,501.33600239748097,497.7178095056151,512.1266738340568,88.67823722522725,1825,-0.5985974716418312,0.55
CZE,2015,116.13282435005385,495.428773863803,490.7533242678652,495.22709337181436,-0.15572318708550517,1863,-0.7755706149363102,0.43992607259801497
CZE,2018,101.07050040055049,500.854014213441,491.9496941465547,497.08867586866523,-0.18653794958325026,1865,-0.8184096437816922,0.4962485493553739
CZE,2022,123.88227514904565,486.8520490180768,490.7544731214516,498.37391740273034,-0.058498093902721794,1891,-0.7434259567174064,0.6482038987649319
DEU,2009,87.02325070891243,515.8403873543542,499.872757067808,522.0847405440708,982.5196341632475,1790,-0.31111823310761333,1.18436654523227
